"title";"uri";"id";"uri_data_http://dbpedia.org/ontology/releaseDate";"uri_data_http://dbpedia.org/ontology/Work/runtime";"uri_data_http://dbpedia.org/ontology/wikiPageRevisionID";"uri_data_http://dbpedia.org/ontology/runtime";"uri_data_http://dbpedia.org/ontology/budget";"uri_data_http://dbpedia.org/ontology/wikiPageID";"uri_data_http://dbpedia.org/ontology/gross"
"Thomas Crown Affair, The (1999)";"http://dbpedia.org/resource/The_Thomas_Crown_Affair_(1999_film)";2763.0;;113.0;6.06524269E8;6780.0;4.8E7;2367161.0;1.24305181E8
"Taming of the Shrew, The (1967)";"http://dbpedia.org/resource/The_Taming_of_the_Shrew_(1967_film)";3028.0;;122.0;5.99955847E8;7320.0;4000000.0;9127143.0;1.2E7
"Solas (1999)";"http://dbpedia.org/resource/Solas_(film)";3894.0;;101.0;5.8592009E8;6060.0;;4094443.0;
"Sixth Sense, The (1999)";"http://dbpedia.org/resource/The_Sixth_Sense";2762.0;;107.0;6.06620313E8;6420.0;4.0E7;30582.0;6.72806292E8
"Rough Night in Jericho (1967)";"http://dbpedia.org/resource/Rough_Night_in_Jericho_(film)";3025.0;8/1/67 12:00 AM;104.0;5.98904049E8;6240.0;;1.670315E7;1750000.0
"Watcher, The (2000)";"http://dbpedia.org/resource/The_Watcher_(film)";3895.0;9/8/00 12:00 AM;97.0;6.03773577E8;5820.0;3.0E7;9195136.0;4.7267829E7
"Iron Giant, The (1999)";"http://dbpedia.org/resource/The_Iron_Giant";2761.0;;87.0;6.06652698E8;5220.0;50.0;842825.0;3.1333917E7
"Slaughterhouse (1987)";"http://dbpedia.org/resource/Slaughterhouse_(film)";3026.0;;85.0;5.88713486E8;5100.0;;1.1985637E7;
"Bowfinger (1999)";"http://dbpedia.org/resource/Bowfinger";2770.0;;97.0;6.06003902E8;5820.0;5.5E7;1409665.0;9.8625775E7
"Mister Roberts (1955)";"http://dbpedia.org/resource/Mister_Roberts_(1955_film)";3035.0;;123.0;6.02376166E8;7380.0;;1.604019E7;2.12E7
"Brokedown Palace (1999)";"http://dbpedia.org/resource/Brokedown_Palace";2771.0;8/13/99 12:00 AM;100.0;6.02064437E8;6000.0;2.5E7;2727959.0;1.0115013E7
"Robin Hood (1973)";"http://dbpedia.org/resource/Robin_Hood_(1973_film)";3034.0;;83.0;6.03665308E8;4980.0;1500000.0;982180.0;1.716E7
"Spaceballs (1987)";"http://dbpedia.org/resource/Spaceballs";3033.0;;96.0;6.0532605E8;5760.0;2.27E7;75222.0;3.8119483E7
"Omega Man, The (1971)";"http://dbpedia.org/resource/The_Omega_Man";3032.0;;98.0;6.05194074E8;5880.0;;339403.0;4000000.0
"Repossessed (1990)";"http://dbpedia.org/resource/Repossessed_(film)";3031.0;9/14/90 12:00 AM;80.0;5.96540107E8;4800.0;;1308799.0;1382462.0
"Yojimbo (1961)";"http://dbpedia.org/resource/Yojimbo_(film)";3030.0;4/25/61 12:00 AM;110.0;6.05990454E8;6600.0;;312498.0;
"Frighteners, The (1996)";"http://dbpedia.org/resource/The_Frighteners";799.0;;110.0;6.01651098E8;6600.0;;768808.0;2.9359216E7
"Cobra (1925)";"http://dbpedia.org/resource/Cobra_(1925_film)";2777.0;;;6.02288636E8;;;4520654.0;
"Re-Animator (1985)";"http://dbpedia.org/resource/Re-Animator";3018.0;;86.0;5.99593826E8;5160.0;900000.0;1129009.0;2023414.0
"Daylight (1996)";"http://dbpedia.org/resource/Daylight_(film)";798.0;12/6/96 12:00 AM;110.0;6.0311485E8;6600.0;9.0E7;914988.0;1.59212469E8
"Drugstore Cowboy (1989)";"http://dbpedia.org/resource/Drugstore_Cowboy";3019.0;;102.0;5.93775911E8;6120.0;2500000.0;291610.0;4729352.0
"Heaven Can Wait (1978)";"http://dbpedia.org/resource/Heaven_Can_Wait_(1978_film)";2779.0;;101.0;6.00158343E8;6060.0;1.5E7;103018.0;9.88E7
"Never Talk to Strangers (1995)";"http://dbpedia.org/resource/Never_Talk_to_Strangers";2778.0;;86.0;5.73858784E8;5160.0;6400000.0;5498661.0;6858261.0
"Bustin' Loose (1981)";"http://dbpedia.org/resource/Bustin'_Loose_(film)";3014.0;5/22/81 12:00 AM;94.0;6.04938959E8;5640.0;;2046763.0;
"Detroit Rock City (1999)";"http://dbpedia.org/resource/Detroit_Rock_City_(film)";2772.0;8/13/99 12:00 AM;95.0;6.06628339E8;5700.0;1.5E7;1562557.0;2.4217115E7
"Coma (1978)";"http://dbpedia.org/resource/Coma_(1978_film)";3015.0;2/1/78 12:00 AM;;6.05294459E8;;;1796156.0;5.0E7
"Head On (1998)";"http://dbpedia.org/resource/Head_On_(1998_film)";2775.0;8/13/98 12:00 AM;104.0;6.0040923E8;6240.0;;2178129.0;
"Creepshow (1982)";"http://dbpedia.org/resource/Creepshow";3016.0;;120.0;6.06743965E8;7200.0;8000000.0;536521.0;2.1028755E7
"Better Than Chocolate (1999)";"http://dbpedia.org/resource/Better_Than_Chocolate";2774.0;2/14/99 12:00 AM;102.0;5.89369809E8;6120.0;;449790.0;
"Creepshow 2 (1987)";"http://dbpedia.org/resource/Creepshow_2";3017.0;5/1/87 12:00 AM;92.0;6.05338072E8;5520.0;3500000.0;2046012.0;1.4E7
"An Unforgettable Summer (1994)";"http://dbpedia.org/resource/An_Unforgettable_Summer";790.0;;81.0;5.99108627E8;4860.0;;1.7607081E7;65352.0
"General, The (1927)";"http://dbpedia.org/resource/The_General_(1998_film)";3022.0;12/18/98 12:00 AM;124.0;5.85861774E8;7440.0;;3643169.0;1214198.0
"Raven, The (1963)";"http://dbpedia.org/resource/The_Raven_(1963_film)";2780.0;1/25/63 12:00 AM;86.0;5.78592141E8;5160.0;350000.0;518687.0;1400000.0
"Funhouse, The (1981)";"http://dbpedia.org/resource/The_Funhouse";3021.0;;96.0;6.05870025E8;5760.0;;4343543.0;7886857.0
"Tingler, The (1959)";"http://dbpedia.org/resource/The_Tingler";2781.0;;82.0;6.00599012E8;4920.0;250000.0;2293612.0;
"Piranha (1978)";"http://dbpedia.org/resource/Piranha_(1978_film)";3024.0;;95.0;6.04575902E8;5700.0;770000.0;3153784.0;1.0E7
"Pit and the Pendulum (1961)";"http://dbpedia.org/resource/The_Pit_and_the_Pendulum_(1961_film)";2782.0;8/12/61 12:00 AM;85.0;6.04828885E8;5100.0;300000.0;5422414.0;2000000.0
"My Best Girl (1927)";"http://dbpedia.org/resource/My_Best_Girl_(1927_film)";3023.0;;79.0;6.06726448E8;4740.0;483103.0;1.6426208E7;
"Falling Down (1993)";"http://dbpedia.org/resource/Falling_Down";3020.0;2/26/93 12:00 AM;113.0;6.05427972E8;6780.0;2.5E7;1.9625929E7;4.0903593E7
"Stealing Beauty (1996)";"http://dbpedia.org/resource/Stealing_Beauty";781.0;;113.0;6.0597177E8;6780.0;;1822878.0;4722310.0
"Fan, The (1996)";"http://dbpedia.org/resource/The_Fan_(1996_film)";782.0;8/16/96 12:00 AM;116.0;6.03672496E8;6960.0;5.5E7;2448816.0;1.8626419E7
"How I Won the War (1967)";"http://dbpedia.org/resource/How_I_Won_the_War";3049.0;10/18/67 12:00 AM;109.0;6.05286266E8;6540.0;;1748392.0;
"Hunchback of Notre Dame, The (1996)";"http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film)";783.0;;91.0;6.05368755E8;5460.0;1.0E8;402866.0;3.25338851E8
"Under the Rainbow (1981)";"http://dbpedia.org/resource/Under_the_Rainbow";3048.0;7/31/81 12:00 AM;97.0;6.01612822E8;5820.0;2.0E7;5130016.0;1.882649E7
"Cable Guy, The (1996)";"http://dbpedia.org/resource/The_Cable_Guy";784.0;6/14/96 12:00 AM;96.0;6.06628337E8;5760.0;4.7E7;885776.0;1.02825796E8
"Kingpin (1996)";"http://dbpedia.org/resource/Kingpin_(1996_film)";785.0;;113.0;6.02443009E8;6780.0;2.7E7;1848081.0;2.5023434E7
"Wild Wild West (1999)";"http://dbpedia.org/resource/Wild_Wild_West";2701.0;;106.0;6.04801141E8;6360.0;1.7E8;244610.0;2.22105681E8
"Eraser (1996)";"http://dbpedia.org/resource/Eraser_(film)";786.0;6/21/96 12:00 AM;115.0;6.06369021E8;6900.0;1.0E8;479457.0;2.42295562E8
"Summer of Sam (1999)";"http://dbpedia.org/resource/Summer_of_Sam";2702.0;;142.0;6.06377584E8;8520.0;2.2E7;952682.0;1.928813E7
"Gate of Heavenly Peace, The (1995)";"http://dbpedia.org/resource/The_Gate_of_Heavenly_Peace";787.0;;180.0;6.05509453E8;10800.0;;8748773.0;
"Nutty Professor, The (1996)";"http://dbpedia.org/resource/The_Nutty_Professor_(1996_film)";788.0;6/28/96 12:00 AM;95.0;6.06806302E8;5700.0;5.4E7;5215066.0;2.73961019E8
"American Pie (1999)";"http://dbpedia.org/resource/American_Pie_(film)";2706.0;;95.0;6.06210721E8;5700.0;1.1E7;2580403.0;2.35483004E8
"Broken Vessels (1998)";"http://dbpedia.org/resource/Broken_Vessels";2703.0;4/18/98 12:00 AM;90.0;5.75964794E8;5400.0;600000.0;1.6258792E7;13493.0
"Muppets From Space (1999)";"http://dbpedia.org/resource/Muppets_from_Space";2709.0;;87.0;6.06096843E8;5220.0;2.4E7;1458772.0;2.2323612E7
"Arlington Road (1999)";"http://dbpedia.org/resource/Arlington_Road";2707.0;7/9/99 12:00 AM;117.0;6.06593363E8;7020.0;2.15E7;2244052.0;4.1067311E7
"Dogma (1999)";"http://dbpedia.org/resource/Dogma_(film)";3052.0;;128.0;5.98033665E8;7680.0;1.0E7;98991.0;3.065289E7
"Messenger: The Story of Joan of Arc, The (1999)";"http://dbpedia.org/resource/The_Messenger:_The_Story_of_Joan_of_Arc";3053.0;;158.0;6.01599979E8;9480.0;8.5E7;1130769.0;6.6976317E7
"Light It Up (1999)";"http://dbpedia.org/resource/Light_It_Up_(film)";3050.0;11/10/99 12:00 AM;;5.98075469E8;;1.3E7;1.2894538E7;5985690.0
"Anywhere But Here (1999)";"http://dbpedia.org/resource/Anywhere_but_Here_(film)";3051.0;;109.0;6.05970934E8;6540.0;2.3E7;42224.0;2.3631929E7
"Oxygen (1999)";"http://dbpedia.org/resource/Oxygen_(film)";3056.0;11/12/99 12:00 AM;92.0;5.9281226E8;5520.0;;3691494.0;3088.0
"Where's Marlowe? (1999)";"http://dbpedia.org/resource/Where's_Marlowe%3F";3057.0;10/1/98 12:00 AM;97.0;5.98404861E8;5820.0;;1.6983442E7;
"Felicia's Journey (1999)";"http://dbpedia.org/resource/Felicia's_Journey_(film)";3055.0;;;5.96771874E8;;;3356623.0;
"Little Big Man (1970)";"http://dbpedia.org/resource/Little_Big_Man_(film)";3037.0;;139.0;6.03547962E8;8340.0;1.5E7;683486.0;3.1559552E7
"Quest for Fire (1981)";"http://dbpedia.org/resource/Quest_for_Fire_(film)";3036.0;2/12/82 12:00 AM;100.0;6.06253588E8;6000.0;1.2E7;1.2076925E7;5.5260558E7
"Trading Places (1983)";"http://dbpedia.org/resource/Trading_Places";3039.0;;118.0;6.06347194E8;7080.0;1.5E7;520990.0;9.04048E7
"Blair Witch Project, The (1999)";"http://dbpedia.org/resource/The_Blair_Witch_Project";2710.0;;81.0;6.06393349E8;4860.0;1.0;1.8841979E7;2.48639099E8
"Pharaoh's Army (1995)";"http://dbpedia.org/resource/Pharaoh's_Army";777.0;11/9/95 12:00 AM;90.0;6.04942962E8;5400.0;500000.0;2.7966661E7;
"My Life So Far (1999)";"http://dbpedia.org/resource/My_Life_So_Far";2711.0;7/23/99 12:00 AM;98.0;5.86193768E8;5880.0;7000000.0;8760676.0;635620.0
"Eyes Wide Shut (1999)";"http://dbpedia.org/resource/Eyes_Wide_Shut";2712.0;;159.0;6.06337345E8;9540.0;6.5E7;9979.0;1.62091208E8
"Lake Placid (1999)";"http://dbpedia.org/resource/Lake_Placid_(film)";2713.0;;82.0;6.03893409E8;4920.0;2.7E7;593184.0;5.6870414E7
"Wood, The (1999)";"http://dbpedia.org/resource/The_Wood";2714.0;7/16/99 12:00 AM;106.0;5.71567486E8;6360.0;6000000.0;3095001.0;2.505964E7
"Velocity of Gary, The (1998)";"http://dbpedia.org/resource/The_Velocity_of_Gary";2715.0;7/16/99 12:00 AM;101.0;6.00210617E8;6060.0;4000000.0;1.1035932E7;
"Trainspotting (1996)";"http://dbpedia.org/resource/Trainspotting_(film)";778.0;;93.0;6.04688211E8;5580.0;1550000.0;105434.0;7.2E7
"Ghostbusters (1984)";"http://dbpedia.org/resource/Ghostbusters";2716.0;;107.0;6.05972523E8;6420.0;3.0E7;205013.0;2.91632124E8
"'Til There Was You (1997)";"http://dbpedia.org/resource/'Til_There_Was_You";779.0;5/30/97 12:00 AM;114.0;6.04958672E8;6840.0;1.0E7;1.784158E7;3525125.0
"Ghostbusters II (1989)";"http://dbpedia.org/resource/Ghostbusters_II";2717.0;6/16/89 12:00 AM;108.0;6.03955985E8;6480.0;3.7E7;618929.0;2.15394738E8
"Drop Dead Gorgeous (1999)";"http://dbpedia.org/resource/Drop_Dead_Gorgeous_(film)";2718.0;7/23/99 12:00 AM;98.0;6.05509447E8;5880.0;10.0;871658.0;1.0571408E7
"Haunting, The (1999)";"http://dbpedia.org/resource/The_Haunting_(1999_film)";2719.0;;113.0;6.01058232E8;6780.0;8.0E7;956598.0;1.77311151E8
"Meatballs (1979)";"http://dbpedia.org/resource/Meatballs_(film)";3040.0;;99.0;6.01176532E8;5940.0;1600000.0;1470989.0;4.3046003E7
"Meatballs Part II (1984)";"http://dbpedia.org/resource/Meatballs_Part_II";3041.0;;87.0;5.44123617E8;5220.0;;2664350.0;5410972.0
"Meatballs 4 (1992)";"http://dbpedia.org/resource/Meatballs_4";3043.0;;84.0;6.04819479E8;5040.0;;7117484.0;
"Dead Again (1991)";"http://dbpedia.org/resource/Dead_Again";3044.0;8/23/91 12:00 AM;107.0;6.05683402E8;6420.0;;772823.0;3.801638E7
"Peter's Friends (1992)";"http://dbpedia.org/resource/Peter's_Friends";3045.0;9/18/92 12:00 AM;101.0;6.03232692E8;6060.0;5000000.0;227231.0;4058564.0
"Incredibly True Adventure of Two Girls in Love, The (1995)";"http://dbpedia.org/resource/The_Incredibly_True_Adventure_of_Two_Girls_in_Love";3046.0;;94.0;5.98062888E8;5640.0;250000.0;1282593.0;1977544.0
"Mystery Men (1999)";"http://dbpedia.org/resource/Mystery_Men";2723.0;7/30/99 12:00 AM;121.0;6.06425399E8;7260.0;6.8E7;295757.0;3.3461011E7
"Heavy (1995)";"http://dbpedia.org/resource/Heavy_(film)";764.0;;105.0;6.03766958E8;6300.0;;937809.0;941414.0
"Runaway Bride (1999)";"http://dbpedia.org/resource/Runaway_Bride_(1999_film)";2724.0;7/30/99 12:00 AM;116.0;5.99850479E8;6960.0;7.0E7;1908729.0;3.09457509E8
"Jack (1996)";"http://dbpedia.org/resource/Jack_(1996_film)";765.0;;113.0;6.05857329E8;6780.0;4.5E7;692772.0;5.8586889E7
"Trick (1999)";"http://dbpedia.org/resource/Trick_(film)";2721.0;;89.0;5.89475463E8;5340.0;450000.0;331860.0;2087228.0
"I Shot Andy Warhol (1996)";"http://dbpedia.org/resource/I_Shot_Andy_Warhol";766.0;;;6.06575924E8;;;435566.0;1875527.0
"Deep Blue Sea (1999)";"http://dbpedia.org/resource/Deep_Blue_Sea";2722.0;;;6.03734449E8;;;3.137822E7;
"Stalingrad (1993)";"http://dbpedia.org/resource/Stalingrad_(1993_film)";760.0;;150.0;6.00795159E8;9000.0;;1040736.0;152972.0
"Inspector Gadget (1999)";"http://dbpedia.org/resource/Inspector_Gadget_(film)";2720.0;;78.0;6.06648345E8;4680.0;9.0E7;4180278.0;1.34403112E8
"Phantom, The (1996)";"http://dbpedia.org/resource/The_Phantom_(1996_film)";761.0;;100.0;6.05965865E8;6000.0;4.5E7;5235481.0;1.7323326E7
"Striptease (1996)";"http://dbpedia.org/resource/Striptease_(film)";762.0;;117.0;6.03216233E8;7020.0;4.0E7;1.8943833E7;1.13309743E8
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)";"http://dbpedia.org/resource/The_Effect_of_Gamma_Rays_on_Man-in-the-Moon_Marigolds_(film)";3069.0;12/20/72 12:00 AM;100.0;5.92525216E8;6000.0;;2.4633376E7;
"Lolita (1962)";"http://dbpedia.org/resource/Lolita_(1962_film)";2729.0;;152.0;6.0199339E8;9120.0;2000000.0;1488066.0;9250000.0
"Grass Harp, The (1995)";"http://dbpedia.org/resource/The_Grass_Harp_(film)";767.0;;107.0;5.79207779E8;6420.0;;1.9898036E7;
"Killer's Kiss (1955)";"http://dbpedia.org/resource/Killer's_Kiss";2727.0;;67.0;6.00182396E8;4020.0;40000.0;1102966.0;
"Spartacus (1960)";"http://dbpedia.org/resource/Spartacus_(film)";2728.0;;184.0;6.05083424E8;11040.0;1.2E7;166813.0;6.0E7
"Twin Falls Idaho (1999)";"http://dbpedia.org/resource/Twin_Falls_Idaho_(film)";2725.0;;111.0;5.64975612E8;6660.0;;6996468.0;
"Killing, The (1956)";"http://dbpedia.org/resource/The_Killing_(film)";2726.0;;83.0;6.02237126E8;4980.0;320000.0;282964.0;
"Stand and Deliver (1987)";"http://dbpedia.org/resource/Stand_and_Deliver";3071.0;;102.0;6.06550099E8;6120.0;;113013.0;1.399492E7
"Liberty Heights (1999)";"http://dbpedia.org/resource/Liberty_Heights";3078.0;;127.0;6.06428399E8;7620.0;1.1E7;1345168.0;3736868.0
"Mansfield Park (1999)";"http://dbpedia.org/resource/Mansfield_Park_(film)";3079.0;;112.0;6.06653536E8;6720.0;;6143174.0;4775847.0
"Irma la Douce (1963)";"http://dbpedia.org/resource/Irma_la_Douce";3076.0;6/5/63 12:00 AM;147.0;6.04456427E8;8820.0;5000000.0;210219.0;2.5246588E7
"Jeremiah Johnson (1972)";"http://dbpedia.org/resource/Jeremiah_Johnson_(film)";3074.0;;108.0;6.00535343E8;6480.0;3100000.0;649482.0;4.4693786E7
"Repulsion (1965)";"http://dbpedia.org/resource/Repulsion";3075.0;;105.0;6.06454024E8;6300.0;300000.0;1001142.0;3122166.0
"Moonstruck (1987)";"http://dbpedia.org/resource/Moonstruck";3072.0;;102.0;6.02286448E8;6120.0;1.5E7;129331.0;9.1640528E7
"Sandpiper, The (1965)";"http://dbpedia.org/resource/The_Sandpiper";3073.0;;117.0;6.00137878E8;7020.0;5300000.0;5257678.0;1.3691111E7
"Gold Diggers: The Secret of Bear Mountain (1995)";"http://dbpedia.org/resource/Gold_Diggers:_The_Secret_of_Bear_Mountain";754.0;11/3/95 12:00 AM;94.0;5.81236579E8;5640.0;9000000.0;1.003786E7;6029091.0
"Kim (1950)";"http://dbpedia.org/resource/Kim_(film)";755.0;;;5.77445514E8;;;4.0810515E7;
"Vibes (1988)";"http://dbpedia.org/resource/Vibes_(film)";2733.0;8/5/88 12:00 AM;99.0;5.99223955E8;5940.0;;90156.0;1883811.0
"Vermont Is For Lovers (1992)";"http://dbpedia.org/resource/Vermont_Is_for_Lovers";752.0;;88.0;6.05153331E8;5280.0;;2.4834953E7;
"Mosquito Coast, The (1986)";"http://dbpedia.org/resource/The_Mosquito_Coast";2734.0;;117.0;6.0199176E8;7020.0;2.5E7;430780.0;1.4302779E7
"Golden Child, The (1986)";"http://dbpedia.org/resource/The_Golden_Child";2735.0;12/12/86 12:00 AM;94.0;6.05357688E8;5640.0;2.5E7;2102014.0;7.9817937E7
"British Intelligence (1940)";"http://dbpedia.org/resource/British_Intelligence_(film)";3059.0;;61.0;5.58437415E8;3660.0;;1.3981639E7;
"Careful (1992)";"http://dbpedia.org/resource/Careful_(film)";751.0;;100.0;6.03867978E8;6000.0;;8136508.0;
"Ape, The (1940)";"http://dbpedia.org/resource/The_Ape";3058.0;;;5.97060037E8;;;4.2044031E7;
"Barry Lyndon (1975)";"http://dbpedia.org/resource/Barry_Lyndon";2730.0;;184.0;6.04685453E8;11040.0;1.1E7;4227.0;2.0E7
"Maya Lin: A Strong Clear Vision (1994)";"http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision";759.0;;105.0;6.01257405E8;6300.0;;8133899.0;62186.0
"Assassination (1987)";"http://dbpedia.org/resource/Assassination_(1987_film)";2737.0;1/9/87 12:00 AM;105.0;5.81373575E8;6300.0;;1.2432189E7;6075793.0
"Crimes of the Heart (1986)";"http://dbpedia.org/resource/Crimes_of_the_Heart_(film)";2738.0;;105.0;6.01440913E8;6300.0;2.0E7;8593082.0;2.2905522E7
"Ashes of Time (1994)";"http://dbpedia.org/resource/Ashes_of_Time";757.0;;100.0;6.01108191E8;6000.0;4.0E7;221858.0;1912490.0
"Color Purple, The (1985)";"http://dbpedia.org/resource/The_Color_Purple_(film)";2739.0;;154.0;6.03495729E8;9240.0;1.5E7;3185575.0;9.8467863E7
"Commitments, The (1991)";"http://dbpedia.org/resource/The_Commitments_(film)";3060.0;;118.0;6.05710207E8;7080.0;;5303308.0;1.491957E7
"Ten Benny (1997)";"http://dbpedia.org/resource/Ten_Benny";3065.0;11/13/98 12:00 AM;108.0;5.56525912E8;6480.0;;2.5932534E7;
"Tora! Tora! Tora! (1970)";"http://dbpedia.org/resource/Tora!_Tora!_Tora!";3066.0;;144.0;6.03924413E8;8640.0;2.5485E7;58018.0;2.9548291E7
"Women on the Verge of a Nervous Breakdown (1988)";"http://dbpedia.org/resource/Women_on_the_Verge_of_a_Nervous_Breakdown";3067.0;;89.0;6.03798763E8;5340.0;700000.0;1251285.0;1.6921606E7
"Verdict, The (1982)";"http://dbpedia.org/resource/The_Verdict";3068.0;;129.0;5.98284297E8;7740.0;1.6E7;106359.0;5.397725E7
"Holiday Inn (1942)";"http://dbpedia.org/resource/Holiday_Inn_(film)";3061.0;;100.0;6.00626733E8;6000.0;;249406.0;
"Longest Day, The (1962)";"http://dbpedia.org/resource/The_Longest_Day_(film)";3062.0;;178.0;6.06783663E8;10680.0;7750000.0;1343139.0;5.01E7
"Poison Ivy (1992)";"http://dbpedia.org/resource/Poison_Ivy_(film)";3063.0;;88.0;6.02406755E8;5280.0;3000000.0;555857.0;1829804.0
"Star Wars: Episode V - The Empire Strikes Back (1980)";"http://dbpedia.org/resource/Star_Wars_Episode_V:_The_Empire_Strikes_Back";1196.0;;;5.91119572E8;;;4.1663028E7;
"Raiders of the Lost Ark (1981)";"http://dbpedia.org/resource/Raiders_of_the_Lost_Ark";1198.0;;115.0;6.05471233E8;6900.0;1.8E7;54166.0;3.89925971E8
"Harvey (1950)";"http://dbpedia.org/resource/Harvey_(film)";3088.0;;104.0;6.05952265E8;6240.0;;170936.0;2600000.0
"Princess Bride, The (1987)";"http://dbpedia.org/resource/The_Princess_Bride_(film)";1197.0;;98.0;6.06656328E8;5880.0;1.6E7;31153.0;3.0857814E7
"Scrooged (1988)";"http://dbpedia.org/resource/Scrooged";3087.0;11/23/88 12:00 AM;101.0;5.98113427E8;6060.0;3.2E7;885824.0;6.0328558E7
"Paris Is Burning (1990)";"http://dbpedia.org/resource/Paris_Is_Burning_(film)";1192.0;;78.0;6.06706339E8;4680.0;500000.0;2406074.0;3779620.0
"Madonna: Truth or Dare (1991)";"http://dbpedia.org/resource/Madonna:_Truth_or_Dare";1191.0;;122.0;6.06366912E8;7320.0;4500000.0;5461236.0;2.9012935E7
"Up in Smoke (1978)";"http://dbpedia.org/resource/Up_in_Smoke";1194.0;;85.0;6.03569396E8;5100.0;;1274418.0;4.4364244E7
"One Flew Over the Cuckoo's Nest (1975)";"http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)";1193.0;;133.0;6.05059621E8;7980.0;3000000.0;2.1913863E7;1.08981275E8
"World Is Not Enough, The (1999)";"http://dbpedia.org/resource/The_World_Is_Not_Enough";3082.0;;128.0;6.0665619E8;7680.0;1.35E8;166121.0;3.618324E8
"Sleepy Hollow (1999)";"http://dbpedia.org/resource/Sleepy_Hollow_(film)";3081.0;;105.0;6.05368115E8;6300.0;1.0E8;55601.0;2.06071502E8
"Tie Me Up! Tie Me Down! (1990)";"http://dbpedia.org/resource/Tie_Me_Up!_Tie_Me_Down!";1190.0;;101.0;5.99084992E8;6060.0;;221489.0;8033296.0
"Abbott and Costello Meet Frankenstein (1948)";"http://dbpedia.org/resource/Abbott_and_Costello_Meet_Frankenstein";3928.0;6/15/48 12:00 AM;83.0;6.06528657E8;4980.0;792270.0;68082.0;3200000.0
"Bank Dick, The (1940)";"http://dbpedia.org/resource/The_Bank_Dick";3929.0;;72.0;5.97712818E8;4320.0;;68088.0;
"Voyage to the Bottom of the Sea (1961)";"http://dbpedia.org/resource/Voyage_to_the_Bottom_of_the_Sea";3926.0;7/12/61 12:00 AM;105.0;6.05431217E8;6300.0;1580000.0;1057543.0;2300000.0
"Fantastic Voyage (1966)";"http://dbpedia.org/resource/Fantastic_Voyage";3927.0;;100.0;6.06359432E8;6000.0;5115000.0;1026452.0;1.2E7
"Pajama Party (1964)";"http://dbpedia.org/resource/Pajama_Party_(film)";3924.0;;82.0;6.05185579E8;4920.0;200000.0;4588632.0;
"Stranger Than Paradise (1984)";"http://dbpedia.org/resource/Stranger_Than_Paradise";3925.0;;89.0;5.89585213E8;5340.0;100000.0;165366.0;2436000.0
"Bikini Beach (1964)";"http://dbpedia.org/resource/Bikini_Beach";3922.0;;100.0;6.0593392E8;6000.0;;3.8271543E7;4500000.0
"Return of the Fly (1959)";"http://dbpedia.org/resource/Return_of_the_Fly";3923.0;;80.0;6.00610184E8;4800.0;;3653578.0;
"Beach Party (1963)";"http://dbpedia.org/resource/Beach_Party";3921.0;7/14/63 12:00 AM;101.0;6.05431387E8;6060.0;300000.0;2920404.0;2300000.0
"Strictly Ballroom (1992)";"http://dbpedia.org/resource/Strictly_Ballroom";1188.0;;94.0;6.06440632E8;5640.0;3000000.0;542202.0;3.3498422E7
"Thin Blue Line, The (1988)";"http://dbpedia.org/resource/The_Thin_Blue_Line_(film)";1189.0;;;5.91716674E8;;;4.1702741E7;
"Passion Fish (1992)";"http://dbpedia.org/resource/Passion_Fish";1187.0;;134.0;5.991103E8;8040.0;5000000.0;770300.0;4814619.0
"Shampoo (1975)";"http://dbpedia.org/resource/Shampoo_(film)";3099.0;;110.0;6.04893527E8;6600.0;9000000.0;856716.0;4.9407734E7
"Sex, Lies, and Videotape (1989)";"http://dbpedia.org/resource/Sex,_Lies,_and_Videotape";1186.0;;100.0;6.0655013E8;6000.0;1200000.0;384990.0;2.4741667E7
